iata,ident,name,latitude,longitude,iso_country,city
CNP,BGCO,Neerlerit Inaat Airport,70.743103,-22.650499,GL,Neerlerit Inaat
QFG,BGET,Eqalugaarsuit Heliport,60.61972,-45.914062,GL,Eqalugaarsuit
GOH,BGGH,Nuuk Airport,64.193022,-51.676512,GL,Nuuk
JGO,BGGN,Qeqertarsuaq Heliport,69.251182,-53.514876,GL,Qeqertarsuaq
IKE,BGIA,Ikerasak Heliport,70.498145,-51.303084,GL,Ikerasak
QFI,BGIG,Iginniarfik Heliport,68.147226,-53.173528,GP,Iginniarfik
QRY,BGIK,Ikerassaarsuk Heliport,68.140881,-53.441459,GL,Ikerassaarsuk
XIQ,BGIL,Ilimanaq Heliport,69.080915,-51.114315,GL,Ilimanaq
IUI,BGIN,Innarsuit Heliport,73.199895,-56.010817,GL,Innarsuit
IOQ,BGIS,Isortoq Heliport,65.547792,-38.976552,GL,Isortoq
QJI,BGIT,Ikamiut Heliport,68.634253,-51.832262,GL,Ikamiut
JJU,BGJH,Qaqortoq Heliport,60.715684,-46.029919,GL,Qaqortoq
JAV,BGJN,Ilulissat Airport,69.243202,-51.057098,GL,Ilulissat
QPW,BGKA,Kangaatsiaq Heliport,68.312657,-53.460208,GL,Kangaatsiaq
KUS,BGKK,Kulusuk Airport,65.573601,-37.1236,GL,Kulusuk
KUZ,BGKM,Kuummiut Heliport,65.863935,-36.997919,GL,Kuummiut
KHQ,BGKQ,Kullorsuaq Heliport,74.57805,-57.226828,GL,Kullorsuaq
KGQ,BGKS,Kangersuatsiaq Heliport,72.381092,-55.536586,GL,Kangersuatsiaq
QJE,BGKT,Kitsissuarsuit Heliport,68.857926,-53.123295,GL,Kitsissuarsuit
IOT,BGLL,Illorsuit Heliport,71.241944,-53.562877,GL,Illorsuit
JSU,BGMQ,Maniitsoq Airport,65.412498,-52.9394,GL,Maniitsoq
JNN,BGNN,Nanortalik Heliport,60.141884,-45.232977,GL,Nanortalik
JUU,BGNQ,Nuugaatsiaq Heliport,71.538769,-53.205038,GL,Nuugaatsiaq
JNS,BGNS,Narsaq Heliport,60.917283,-46.059923,GL,Narsaq
NIQ,BGNT,Niaqornat Heliport,70.789385,-53.662945,GL,Niaqornat
NSQ,BGNU,Nuussuaq Heliport,74.109853,-57.065037,GL,Nuussuaq
JFR,BGPT,Paamiut Airport,62.014736,-49.670937,GL,Paamiut
PQT,BGQE,Qeqertaq Heliport,69.995861,-51.300917,GL,Qeqertaq
NAQ,BGQQ,Qaanaaq Airport,77.488602,-69.388702,GL,Qaanaaq
OBY,BGSC,Ittoqqortoormiit Heliport,70.488229,-21.97168,GL,Ittoqqortoormiit
SFJ,BGSF,Kangerlussuaq Airport,67.010446,-50.715294,GL,Kangerlussuaq
SRK,BGSI,Siorapaluk Heliport,77.786517,-70.638657,GL,Siorapaluk
QOQ,BGSO,Saarloq Heliport,60.537778,-46.024722,GL,Saarloq
JHS,BGSS,Sisimiut Airport,66.951302,-53.729301,GL,Sisimiut
SAE,BGST,Saattut Heliport,70.811172,-51.63129,GL,Saattut
SVR,BGSV,Savissivik Heliport,76.018613,-65.117683,GL,Savissivik
TQA,BGTA,Tasiusaq Heliport,73.373055,-56.06028,GL,Tasiusaq
THU,BGTL,Thule Air Base,76.531197,-68.703201,GL,Pituffik
TQI,BGTN,Tiniteqilaaq Heliport,65.892027,-37.783409,GL,Tiniteqilaaq
JUV,BGUK,Upernavik Airport,72.790199,-56.1306,GL,Upernavik
UMD,BGUM,Uummannaq Heliport,70.680428,-52.11163,GL,Uummannaq
JQA,BGUQ,Qaarsut Airport,70.7342,-52.696201,GL,Uummannaq
JUK,BGUT,Ukkusissat Heliport,71.049438,-51.890016,GL,Ukkusissat
BHL,BHL,Bahía de los Ángeles Airport,28.9786,-113.560997,MX,Ensenada
BHT,BHT,Brighton Downs Airport,-23.3638888889,141.562777778,AU,
AEY,BIAR,Akureyri Airport,65.6600036621094,-18.0727005004883,IS,Akureyri
BIU,BIBD,Bildudalur Airport,65.6412963867188,-23.546199798584,IS,Bildudalur
BGJ,BIBF,Borgarfjörður eystri Airport,65.516769,-13.81578,IS,Borgarfjörður eystri
BJD,BIBK,Bakkafjörður Airport,66.0218963623047,-14.8243999481201,IS,Bakkafjörður
BLO,BIBL,Hjaltabakki Airport,65.6449966430664,-20.2875003814697,IS,Blönduós
BQD,BIBR,Búðardalur Airport,65.0753021240234,-21.8003005981445,IS,Búðardalur
BXV,BIBV,Breiðdalsvík Airport,64.790037,-14.043927,IS,Breiðdalsvík
DJU,BIDV,Djúpivogur Airport,64.642372,-14.277297,IS,Djúpivogur
EGS,BIEG,Egilsstaðir Airport,65.2833023071289,-14.4013996124268,IS,Egilsstaðir
FAS,BIFF,Fáskrúðsfjörður Airport,64.931456,-14.047957,IS,Fáskrúðsfjörður
FAG,BIFM,Fagurhólsmýri Airport,63.874698638916,-16.6410999298096,IS,Fagurhólsmýri
GUU,BIGF,Grundarfjörður Airport,64.9914016723633,-23.2247009277344,IS,Grundarfjörður
GJR,BIGJ,Gjögur Airport,65.9953002929688,-21.3269004821777,IS,Gjögur
GRY,BIGR,Grímsey Airport,66.5458,-18.0173,IS,Grímsey
HVK,BIHK,Hólmavík Airport,65.7046966552734,-21.6963996887207,IS,Hólmavík
HFN,BIHN,Hornafjörður Airport,64.295601,-15.2272,IS,Höfn
FLI,BIHT,Holt Airport,66.0141804294,-23.4416913986,IS,Flateyri
HZK,BIHU,Húsavík Airport,65.952301,-17.426001,IS,Húsavík
HVM,BIHV,Krókstaðarmelar Airport,65.2664031982422,-20.8469009399414,IS,Hvammstangi
HLO,BIID,Ingjaldssanður Airport,66.0500030517578,-23.6961002349854,IS,Onundarfjörður
IFJ,BIIS,Ísafjörður Airport,66.0580978393555,-23.1352996826172,IS,Ísafjörður
KEF,BIKF,Keflavik International Airport,63.985001,-22.6056,IS,Reykjavík
OPA,BIKP,Kópasker Airport,66.3107986450195,-16.4666996002197,IS,Kópasker
SAK,BIKR,Sauðárkrókur Airport,65.7316970825,-19.5727996826,IS,Sauðárkrókur
NOR,BINF,Norðfjörður Airport,65.1318969726563,-13.7463998794556,IS,Norðfjörður
OFJ,BIOF,Ólafsfjörður Airport,66.0832977294922,-18.6667003631592,IS,Ólafsfjörður
PFJ,BIPA,Patreksfjörður Airport,65.555801,-23.965,IS,Patreksfjörður
RHA,BIRE,Reykhólar Airport,65.4526290893555,-22.2061157226562,IS,Reykhólar
OLI,BIRF,Rif Airport,64.9113998413,-23.8230991364,IS,Rif
RFN,BIRG,Raufarhöfn Airport,66.4064025878906,-15.9182996749878,IS,Raufarhöfn
RKV,BIRK,Reykjavik Airport,64.1299972534,-21.9405994415,IS,Reykjavik
MVA,BIRL,Reykjahlíð Airport,65.6557998657227,-16.9181003570557,IS,Myvatn
SIJ,BISI,Siglufjörður Airport,66.137847,-18.908157,IS,Siglufjörður
SYK,BIST,Stykkishólmur Airport,65.0580978393555,-22.7942008972168,IS,Stykkishólmur
TEY,BITE,Þingeyri Airport,65.8703002929687,-23.5599994659424,IS,Þingeyri
THO,BITN,Þórshöfn Airport,66.218498,-15.3356,IS,Þórshöfn
VEY,BIVM,Vestmannaeyjar Airport,63.4243011474609,-20.2789001464844,IS,Vestmannaeyjar
VPN,BIVO,Vopnafjörður Airport,65.7205963134766,-14.8506002426147,IS,Vopnafjörður
BJE,BJE,Baleela Airport,11.1994444444,28.5230555556,SD,Baleela Base Camp
BJQ,BJQ,Bahja Airport,19.8730555556,56.0677777778,OM,Bahja
BJT,BJT,Bentota River Waterdrome,6.431,79.996,LK,Bentota
PRN,BKPR,Priština Adem Jashari International Airport,42.5728,21.035801,XK,Prishtina
BMH,BMH,Bomai Airport,-6.37316666667,144.637,PG,Bomai
BMQ,BMQ,Bamburi Airport,-3.983363,39.730982,KE,Bamburi
BMZ,BMZ,Bamu Airport,-7.8485,143.2433,PG,Bamu
BNF,BNF,Baranof Warm Springs Float and Seaplane Base,57.088799,-134.833146,US,Baranof
BNM,BNM,Bodinumu Airport,-9.10777777778,147.666722222,PG,Bodinumu
BNT,BNT,Bundi Airport,-5.74222222222,145.2275,PG,Bundi
RBQ,BO-0001,Rurrenabaque Airport,-14.4279,-67.496803,BO,Rurrenabaque
BVL,BO-BVL,Baures Airport,-13.5833330154,-63.5833320618,BO,Baures
BOF,BOF,Bolling Air Force Base,38.854049,-77.012046,US,Washington
BOK,BOK,Brookings Airport,42.0746,-124.290001,US,Brookings
BOT,BOT,Bosset Airport,-7.237257,141.1063222,PG,Bosset
BOV,BOV,Boang Airport,-3.3834,153.2812,PG,Boang Island
BPF,BPF,Batuna Aerodrome,-8.56202777778,158.119305556,SB,Batuna Mission Station
BQV,BQV,Bartlett Cove Seaplane Base,58.4552001953,-135.884994507,US,Gustavus
VDC,BR-0569,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,BR,Vitória da Conquista
ALT,BR-ALT,Alenquer Municipal Airport,-1.917,-54.7231,BR,Alenquer
NSB,BS-NSB,Bimini North Seaplane Base,25.7670001983643,-79.25,BS,Bimini
BSP,BSP,Bensbach Airport,-8.85805555556,141.259444444,PG,Bensbach
BSV,BSV,Besakoa Airport,-15.6725,47.061667,MG,Besakoa
BTZ,BTZ,Betong International Airport,5.79,101.15,TH,Betong
BUL,BUL,Bulolo Airport,-7.21628667141,146.649541855,PG,Bulolo
BVR,BVR,Esperadinha Airport,14.864306,-24.746,CV,Brava Island
HUK,BW-HUK,Hukuntsi Airport,-23.9897,21.758101,BW,Hukuntsi
BWJ,BWJ,Bawan Airport,-6.39694444444,146.881666667,PG,
BWP,BWP,Bewani Airport,-3.02166666667,141.165277778,PG,Bewani
BXL,BXL,Blue Lagoon Seaplane Base,-16.943,177.368,FJ,Nanuya Lailai Island
BXZ,BXZ,Bunsil Airport,-5.7243,147.8667,PG,Bunsil - Umboi Island
TXC,BY-0001,Orsha Airport - Balbasovo Air Base,54.439999,30.2967,BY,Orsha
BYA,BYA,Boundary Airport,64.0783004761,-141.113006592,US,Boundary
BYL,BYL,Bella Yella Airport,7.36916666667,-9.99372222222,LR,Beliyela
BYV,BYV,Beira Lake Seaplane Base,6.92944444444,79.8541666667,LK,Colombo
BCV,BZ-BCV,Hector Silva Airstrip,17.269603,-88.776496,BZ,Belmopan
BGK,BZ-BGK,Big Creek Airport,16.519369,-88.407913,BZ,Big Creek
CUK,BZ-CUK,Caye Caulker Airport,17.735015,-88.032862,BZ,Caye Caulker
CYC,BZ-CYC,Caye Chapel Airport,17.683792,-88.044985,BZ,Caye Chapel
CZH,BZ-CZH,Corozal Municipal Airport,18.3822002410889,-88.4119033813477,BZ,Corozal
DGA,BZ-DGA,Dangriga Airport,16.98251,-88.230988,BZ,Dangriga
INB,BZ-INB,Independence Airport,16.53456,-88.441615,BZ,Independence
MDB,BZ-MDB,Melinda Airport,17.0042991638,-88.3041992188,BZ,Melinda
ORZ,BZ-ORZ,Orange Walk Airport,18.0467662811,-88.5838699341,BZ,Orange Walk
PLJ,BZ-PLJ,Placencia Airport,16.5369567871094,-88.3615112304688,BZ,Placencia
PND,BZ-PND,Punta Gorda Airport,16.102399826,-88.8082962036,BZ,Punta Gorda
SJX,BZ-SJX,Sartaneja Airport,18.3561000823975,-88.1307983398438,BZ,Sartaneja
SPR,BZ-SPR,John Greif II Airport,17.9139,-87.9711,BZ,San Pedro
SQS,BZ-SQS,Matthew Spain Airport,17.185898,-89.009936,BZ,Spanish Lookout
STU,BZ-STU,Santa Cruz Airport,18.2721004486084,-88.456298828125,BZ,Santa Cruz
SVK,BZ-SVK,Silver Creek Airport,16.728338,-88.369174,BZ,Silver Creek
TZA,BZ-TZA,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,BZ,Belize City
BZB,BZB,Bazaruto Island Airport,-21.5411,35.4729,MZ,Bazaruto Island
BZM,BZM,Bemolanga Airport,-17.6925,45.0888333333,MG,Bemolanga
YSV,CA-0322,Saglek Airport,58.474312,-62.653999,CA,Saglek
YRR,CA-0446,Stuart Island Airstrip,50.4094474336,-125.131616592,CA,Big Bay
YMV,CA-0504,Mary River Aerodrome,71.324167,-79.356944,CA,Mary River
YHC,CA-0841,Hakai Passage Water Aerodrome,51.669733,-128.08181,CA,Hecate Island
YBW,CAB3,Bedwell Harbour Seaplane Base,48.75,-123.233001709,CA,Bedwell Harbour
YTP,CAB4,Tofino Harbour Seaplane Base,49.155,-125.91,CA,Tofino Harbour
ZNA,CAC8,Nanaimo Harbour Water Airport,49.169813,-123.933845,CA,Nanaimo
YZZ,CAD4,Trail Airport,49.055599,-117.609001,CA,Trail
YMB,CAD5,Merritt Airport,50.1227989197,-120.747001648,CA,Merritt
YHH,CAE3,Campbell River Seaplane Base,50.049999,-125.25,CA,Campbell River
YWS,CAE5,Whistler/Green Lake Water Aerodrome,50.1436004639,-122.948997498,CA,Whistler
YBF,CAE9,Bamfield Seaplane Base,48.8333015442,-125.133003235,CA,Bamfield
YIG,CAF6,Big Bay Seaplane Base,50.3923,-125.1372,CA,Stuart Island
CJH,CAG3,Chilko Lake (Tsylos Park Lodge) Airport,51.625797,-124.144478,CA,Chilko Lake
YPT,CAG8,Pender Harbour Seaplane Base,49.623785,-124.024884,CA,Sunshine Coast
ZOF,CAH2,Ocean Falls Seaplane Base,52.3666992188,-127.717002869,CA,Ocean Falls
YCA,CAH3,Courtenay Airpark,49.679237,-124.98064,CA,Courtenay
CFQ,CAJ3,Creston Valley Regional Airport - Art Sutcliffe Field,49.03689956665,-116.49800109863,CA,Creston
YAA,CAJ4,Anahim Lake Airport,52.451501,-125.303776,CA,Anahim Lake
DGF,CAL3,Douglas Lake Airport,50.1654600485,-120.171273351,CA,Douglas Lake
JHL,CAL4,Fort MacKay/Albian Aerodrome,57.2238998413,-111.418998718,CA,Albian Village
ZTS,CAL9,Tahsis Seaplane Base,49.9166984558,-126.666999817,CA,Tahsis
DUQ,CAM3,Duncan Airport,48.754534,-123.709702,CA,Duncan
YHS,CAP3,Sechelt-Gibsons Airport,49.4606018066,-123.71900177,CA,Sechelt
YKK,CAP7,Kitkatla Seaplane Base,53.7999992371,-130.432998657,CA,Kitkatla
ZQS,CAQ6,Queen Charlotte City Seaplane Base,53.25282,-132.074214,CA,
WPL,CAQ8,Powell Lake Seaplane Base,49.8833007812,-124.532997131,CA,
XQU,CAT4,Qualicum Beach Airport,49.3372,-124.393997,CA,Qualicum Beach
YMP,CAT5,Port Mcneill Airport,50.5755996704,-127.028999329,CA,Port Mcneill
YRN,CAU8,Rivers Inlet Seaplane Base,51.683985,-127.264044,CA,Rivers Inlet
YTG,CAV5,Sullivan Bay Seaplane Base,50.885359,-126.831069,CA,Sullivan Bay
YMU,CAV7,Mansons Landing Seaplane Base,50.0666999817,-124.983001709,CA,
YSX,CAW8,Bella Bella/Shearwater Seaplane Base,52.150002,-128.08299,CA,Bella Bella
YGG,CAX6,Ganges Seaplane Base,48.8545,-123.4969,CA,Salt Spring Island
YTB,CAY4,Hartley Bay Seaplane Base,53.416698,-129.25,CA,Hartley Bay
YZA,CAZ5,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,CA,Cache Creek
ZEL,CBBC,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,CA,Bella Bella
CBC,CBC,Cherrabun Airport,-18.9177777778,125.537777778,AU,
YPB,CBS8,Alberni Valley Regional Airport,49.321899,-124.931,CA,Port Alberni
YBO,CBW4,Bob Quinn Lake Airport,56.966702,-130.25,CA,Bob Quinn Lake
TNS,CBX5,Tungsten (Cantung) Airport,61.956901550293,-128.20300292969,CA,Tungsten
TUX,CBX7,Tumbler Ridge Airport,55.025001525879,-120.93499755859,CA,Tumbler Ridge
YWM,CCA6,Williams Harbour Airport,52.567377,-55.784883,CA,Williams Harbour
YSO,CCD4,Postville Airport,54.9105,-59.78507,CA,Postville
YBI,CCE4,Black Tickle Airport,53.469836,-55.787501,CA,Black Tickle
YFX,CCK4,St. Lewis (Fox Harbour) Airport,52.3727989196777,-55.673900604248,CA,St. Lewis
YHA,CCP4,Port Hope Simpson Airport,52.5280990600586,-56.2860984802246,CA,Port Hope Simpson
YRG,CCZ2,Rigolet Airport,54.1796989440918,-58.4575004577637,CA,Rigolet
DVK,CDK2,Diavik Airport,64.5113983154,-110.289001465,CA,Diavik
JOJ,CDL7,Doris Lake,68.1252746582,-106.585281372,CA,Hope Bay
ZFW,CEB5,Fairview Airport,56.081401825,-118.434997559,CA,Fairview
YJP,CEC4,Jasper-Hinton Airport,53.319199,-117.752998,CA,Hinton
YLE,CEM3,Whatì Airport,63.1316986083984,-117.246002197266,CA,Whatì
YDC,CER3,Drayton Valley Industrial Airport,53.265800476074,-114.95999908447,CA,Drayton Valley
NML,CER4,Fort McMurray / Mildred Lake Airport,57.0555992126,-111.573997498,CA,Fort McMurray
CFM,CET2,Conklin (Leismer) Airport,55.695301,-111.278999,CA,Conklin
ZSP,CEW3,St. Paul Airport,53.9933013916,-111.379997253,CA,St. Paul
KWD,CF-0012,Kavadja Airport,7.964938,23.526018,CF,Kavadja
GSL,CFA7,Taltheilei Narrows Airport,62.5980987549,-111.542999268,CA,Taltheilei Narrows
XMP,CFC4,Macmillan Pass Airport,63.181098938,-130.20199585,CA,Macmillan Pass
DAS,CFF4,Great Bear Lake Airport,66.7031021118,-119.707000732,CA,Great Bear Lake
YFI,CFG6,Fort Mackay / Firebag,57.275833,-110.976666,CA,Suncor Energy Site
YFJ,CFJ2,Wekweètì Airport,64.190804,-114.077002,CA,Wekweètì
YOE,CFM4,Donnelly Airport,55.7094,-117.094002,CA,Donnelly
TIL,CFQ4,Cheadle Airport,51.057498931885,-113.62400054932,CA,Cheadle
OKG,CG-OKG,Okoyo Airport,-1.4483300447464,15.073300361633,CG,Okoyo
CGA,CGA,Craig Seaplane Base,55.4788017272949,-133.147994995117,US,Craig
CGC,CGC,Cape Gloucester Airport,-5.458965,148.432417,PG,Cape Gloucester
CGG,CGG,Casiguran Airport,16.1941,122.0651,PH,Casiguran
GHK,CGK2,Gahcho Kue,63.435198,-109.144812,CA,
CHP,CHP,Circle Hot Springs Airport,65.485496521,-144.610992432,US,Circle Hot Springs
CIV,CIV,Chomley Seaplane Base,55.217,-132.21,US,Chomley
LRQ,CJC8,Laurie River Airport,56.2486000061,-101.304000854,CA,Laurie River
YDJ,CJL2,Hatchet Lake Airport,58.662498474121,-103.53800201416,CA,Hatchet Lake
YDU,CJL8,Kasba Lake Airport,60.291900634766,-102.50199890137,CA,Kasba Lake
YFL,CJN8,Fort Reliance Seaplane Base,62.7,-109.167,CA,Fort Reliance
XCL,CJS3,Cluff Lake Airport,58.3911018372,-109.51599884,CA,Cluff Lake
YKE,CJT3,Knee Lake Airport,54.915298,-94.798103,CA,Knee Lake
SUR,CJV7,Summer Beaver Airport,52.7085990905762,-88.5419006347656,CA,Summer Beaver
CKD,CJX,Crooked Creek Airport,61.8679008484,-158.134994507,US,Crooked Creek
YTT,CJY3,Tisdale Airport,52.836700439453,-104.06700134277,CA,Tisdale
YAX,CKB6,Wapekeka Airport,53.8492012023926,-89.5793991088867,CA,Angling Lake
WNN,CKL3,Wunnumin Lake Airport,52.8939018249512,-89.2891998291016,CA,Wunnumin Lake
YBS,CKM8,Opapimiskan Lake Airport,52.6067008972,-90.3768997192,CA,Opapimiskan Lake
YNO,CKQ3,North Spirit Lake Airport,52.4900016784668,-92.9710998535156,CA,North Spirit Lake
CKR,CKR,Crane Island Airstrip,48.5978,-122.9979,US,Crane Island
CKU,CKU,Cordova Municipal Airport,60.5438995361,-145.727005005,US,Cordova
YDW,CKV4,North of Sixty Airport,60.316398620605,-103.12899780273,CA,Obre Lake
CKX,CKX,Chicken Airport,64.0712966919,-141.95199585,US,Chicken
WCH,CL-0015,Nuevo Chaitén Airport,-42.781943,-72.834999,CL,Chaitén
CMT,CMT,New Cametá Airport,-2.2468,-49.56,BR,Cametá
CMZ,CMZ,Caia Airport,-17.8331,35.3341,MZ,Caia
TVS,CN-0005,Tangshan Sannühe Airport,39.7178001404,118.002624512,CN,Tangshan
YUA,CN-0012,Yuanmou Air Base,25.737499,101.882004,CN,Chuxiong (Yuanmou)
ZQZ,CN-0024,Zhangjiakou Ningyuan Airport,40.738602,114.93,CN,Zhangjiakou
BSD,CN-0027,Baoshan Yunrui Airport,25.053301,99.168297,CN,Baoshan (Longyang)
DZU,CN-0034,Dazu Air Base,29.636227,105.773621,CN,Dazu
LNJ,CN-0040,Lincang Boshang Airport,23.7381,100.025002,CN,Lincang
RKZ,CN-0046,Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401,CN,Xigazê (Samzhubzê)
PZI,CN-0050,Panzhihua Bao'anying Airport,26.54,101.79852,CN,Panzhihua (Renhe)
ZKL,CN-0051,Zigong Fengming Airport,29.376484,104.625789,CN,Zigong (Gongjing)
FUO,CN-0061,Foshan Shadi Airport,23.0833,113.07,CN,Foshan (Nanhai)
BZX,CN-0062,Bazhong Enyang Airport,31.73842,106.644872,CN,Bazhong (Enyang)
XAI,CN-0067,Xinyang Minggang Airport,32.540819,114.079141,CN,Xinyang
HUZ,CN-0068,Huizhou Pingtan Airport,23.049999,114.599998,CN,Huizhou (Pingtan)
DFA,CN-0073,Shangluo Airport,33.708533,110.249284,CN,Shangluo (Danfeng)
HSC,CN-0079,Shaoguan Danxia Airport,24.9786,113.420998,CN,Shaoguan
JGS,CN-0081,Jinggangshan Airport,26.856899,114.737,CN,Ji'an
AEB,CN-0082,Baise Youjiang Airport,23.7206,106.959999,CN,Baise (Tianyang)
LYG,CN-0089,Lianyungang Huaguoshan International Airport,34.41406,119.17899,CN,Lianyungang
DOY,CN-0091,Dongying Shengli Airport,37.5085983276,118.788002014,CN,Dongying
XEN,CN-0104,Xingcheng Air Base,40.580328,120.700374,CN,"Xingcheng, Huludao"
AAT,CN-0113,Altay Xuedu Airport,47.749886,88.085808,CN,Altay
THQ,CN-0130,Tianshui Maijishan Airport,34.559399,105.860001,CN,Tianshui (Maiji)
YZY,CN-0143,Zhangye Ganzhou Airport,38.801899,100.675003,CN,Zhangye (Ganzhou)
DWS,CN-0157,Morin Dawa Banner Airport,48.38745,124.43127,CN,Hulunbuir
LCT,CN-0177,Shijiazhuang Luancheng Airport,37.91305,114.59166,CN,Shijiazhuang
NAY,CN-0188,Beijing Nanjiao Airport,39.48595,116.37236,CN,Beijing
DDG,CN-0189,Dandong Langtou Airport,40.0247,124.286003,CN,"Zhenxing, Dandong"
CBZ,CN-0218,Binzhou Daguo Airport,37.61055,117.885699,CN,Binzhou
DDR,CN-0236,Xigaze Dingri Airport,28.604567,86.798,CN,Xigazê (Dingri)
JDE,CN-0253,Jiande Qiandaohu General Airport,29.360905,119.180829,CN,Hangzhou
HLJ,CN-0268,Zhaodong Beidahuang General Airport,46.12779,125.77354,CN,Suihua
TYC,CN-0300,Taiyuan Yaocheng Airport,37.50312,112.424126,CN,Taiyuan
ZHA,CN-0353,Zhanjiang Wuchuan Airport,21.481667,110.590278,CN,Zhanjiang
ZFL,CN-0359,Zhaosu Tianma Airport,43.1075,81.160556,CN,Zhaosu
YEH,CN-0362,Yinchuan Yueyahu Airport,38.588095,106.539788,CN,Yinchuan
NTG,CN-NTG,Nantong Xingdong International Airport,32.070801,120.975998,CN,Nantong
XBE,CNE3,Bearskin Lake Airport,53.9655990600586,-91.0271987915039,CA,Bearskin Lake
YNP,CNH2,Natuashish Airport,55.913898,-61.184399,CA,Natuashish
YWR,CNJ8,White River Seaplane Base,48.6269,-85.223297,CA,White River
YPD,CNK4,Parry Sound Area Municipal Airport,45.2575,-79.829697,CA,Parry Sound
XBR,CNL3,Brockville - Thousand Islands Regional Tackaberry Airport,44.6394004822,-75.7502975464,CA,Brockville
KIF,CNM5,Kingfisher Lake Airport,53.0125007629395,-89.8553009033203,CA,Kingfisher Lake
YOG,CNT3,Ogoki Post Airport,51.6585998535,-85.9017028809,CA,Ogoki Post
LCR,CO-LCR,La Chorrera Airport,-0.733333,-73.01667,CO,La Chorrera
SNT,CO-SNT,Las Cruces Airport,7.38322,-73.505402,CO,Sabana De Torres
TCD,CO-TCD,Tarapacá Airport,-2.894722,-69.747222,CO,Tarapacá
YEB,CPF2,Bar River Airport,46.42029953,-84.0922012329,CA,Bar River
CPI,CPI,Cape Orford Airport,-5.44833333333,152.081944444,PG,
YSI,CPS9,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,45.173302,-80.137497,CA,Frying Pan Island
YHP,CPV7,Poplar Hill Airport,52.1133,-94.2556,CA,Poplar Hill
KEW,CPV8,Keewaywin Airport,52.9911,-92.836403,CA,Keewaywin
XVQ,CR8A,Reef Hueston Helicopter Landing,53.823101,-126.172228,CA,Streatham
KFM,CRL4,Kirby Lake Airport,55.355598,-110.637001,CA,Kirby Lake
YSA,CSB2,Sable Island Landing Strip,43.930951,-59.996147,CA,Sable Island
YLS,CSH4,Lebel-sur-Quevillon Airport,49.0303001404,-77.0171966553,CA,Lebel-sur-Quévillon
YNX,CSK6,Snap Lake Airport,63.593601,-110.905998,CA,Snap Lake Mine
SSQ,CSR8,La Sarre Airport,48.917198181152,-79.178596496582,CA,La Sarre
YKU,CSU2,Chisasibi Airport,53.8055992126465,-78.9169006347656,CA,Chisasibi
EHT,CT88,Rentschler Heliport,41.7517,-72.6253,US,East Hartford
ZTB,CTB6,Tête-à-la-Baleine Airport,50.6744003295898,-59.3835983276367,CA,Tête-à-la-Baleine
ZKG,CTK6,Kegaska Airport,50.1958007812,-61.2658004761,CA,Kegaska
YWQ,CTM3,Chute-Des-Passes/Lac Margane Seaplane Base,49.9434,-71.138,CA,Chutes-des-Passes
CTP,CTP,Carutapera Airport,-1.225365,-46.019057,BR,Carutapera
YAU,CTP9,Donaldson Airport,61.6622009277,-73.3214035034,CA,Kattiniq
TR7,CTR7,Ottawa / Rockcliffe Seaplane Base,45.4638329461,-75.6425428391,CA,Ottawa
ZGS,CTT5,La Romaine Airport,50.259701,-60.679401,CA,La Romaine
YFG,CTU2,Fontanges Airport,54.553901672363,-71.173301696777,CA,Fontanges
ZLT,CTU5,La Tabatière Airport,50.8307991027832,-58.9756011962891,CA,La Tabatière
CUJ,CUJ,Culion Airport,11.8553,119.9378,PH,Culion
HLI,CVH,Hollister Municipal Airport,36.8932991028,-121.410003662,US,Hollister
CVL,CVL,Cape Vogel Airport,-9.67,150.019722222,PG,
CXC,CXC,Chitina Airport,61.582901001,-144.427001953,US,Chitina
GEC,CY-0002,Lefkoniko Airport / Geçitkale Air Base,35.23591,33.720088,CY,Lefkoniko (Geçitkale)
YAB,CYAB,Arctic Bay Airport,73.006101,-85.04616,CA,Arctic Bay
YAC,CYAC,Cat Lake Airport,51.7271995544434,-91.8244018554688,CA,Cat Lake
YAR,CYAD,La Grande-3 Airport,53.5717010498,-76.1964035034,CA,La Grande-3
YAG,CYAG,Fort Frances Municipal Airport,48.655749,-93.44349,CA,Fort Frances
YAH,CYAH,La Grande-4 Airport,53.754699707,-73.6753005981,CA,La Grande-4
YAL,CYAL,Alert Bay Airport,50.582199,-126.916,CA,Alert Bay
YAM,CYAM,Sault Ste Marie Airport,46.485001,-84.509399,CA,Sault Ste Marie
XKS,CYAQ,Kasabonika Airport,53.5247001647949,-88.6427993774414,CA,Kasabonika
YKG,CYAS,Kangirsuk Airport,60.0271987915039,-69.9991989135742,CA,Kangirsuk
YAT,CYAT,Attawapiskat Airport,52.9275016784668,-82.4319000244141,CA,Attawapiskat
YAY,CYAY,St. Anthony Airport,51.391909,-56.08321,CA,St. Anthony
YAZ,CYAZ,Tofino / Long Beach Airport,49.079833,-125.775583,CA,Tofino
YBA,CYBA,Banff Airport,51.208222,-115.540624,CA,Banff
